Line_name,Program_name,Group,Pedigree,Note,Family
2MS16_4138-106,2MS16_4138-106,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-107,2MS16_4138-107,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-108,2MS16_4138-108,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-109,2MS16_4138-109,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-110,2MS16_4138-110,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-111,2MS16_4138-111,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-112,2MS16_4138-112,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-113,2MS16_4138-113,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-114,2MS16_4138-114,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-115,2MS16_4138-115,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-116,2MS16_4138-116,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-117,2MS16_4138-117,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-118,2MS16_4138-118,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-119,2MS16_4138-119,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-120,2MS16_4138-120,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-121,2MS16_4138-121,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-122,2MS16_4138-122,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-123,2MS16_4138-123,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-124,2MS16_4138-124,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-125,2MS16_4138-125,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-126,2MS16_4138-126,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-127,2MS16_4138-127,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-128,2MS16_4138-128,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-129,2MS16_4138-129,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-130,2MS16_4138-130,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-131,2MS16_4138-131,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-132,2MS16_4138-132,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-133,2MS16_4138-133,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-134,2MS16_4138-134,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-135,2MS16_4138-135,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-136,2MS16_4138-136,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-137,2MS16_4138-137,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-138,2MS16_4138-138,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-139,2MS16_4138-139,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-140,2MS16_4138-140,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-141,2MS16_4138-141,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-142,2MS16_4138-142,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-143,2MS16_4138-143,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-144,2MS16_4138-144,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-145,2MS16_4138-145,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-146,2MS16_4138-146,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-147,2MS16_4138-147,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-148,2MS16_4138-148,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-149,2MS16_4138-149,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-150,2MS16_4138-150,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-151,2MS16_4138-151,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-152,2MS16_4138-152,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-153,2MS16_4138-153,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-154,2MS16_4138-154,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4138-155,2MS16_4138-155,Experimental,2MS14_3301-024/2MS14_3323-011,Height_low_VarG,138
2MS16_4166-001,2MS16_4166-001,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-002,2MS16_4166-002,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-003,2MS16_4166-003,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-004,2MS16_4166-004,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-005,2MS16_4166-005,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-006,2MS16_4166-006,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-007,2MS16_4166-007,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-008,2MS16_4166-008,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-009,2MS16_4166-009,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-010,2MS16_4166-010,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-011,2MS16_4166-011,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-012,2MS16_4166-012,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-013,2MS16_4166-013,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-014,2MS16_4166-014,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-015,2MS16_4166-015,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-016,2MS16_4166-016,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-017,2MS16_4166-017,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-018,2MS16_4166-018,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-019,2MS16_4166-019,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-020,2MS16_4166-020,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-021,2MS16_4166-021,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-022,2MS16_4166-022,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-023,2MS16_4166-023,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-024,2MS16_4166-024,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-025,2MS16_4166-025,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-026,2MS16_4166-026,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-027,2MS16_4166-027,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-028,2MS16_4166-028,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-029,2MS16_4166-029,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-030,2MS16_4166-030,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-031,2MS16_4166-031,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-032,2MS16_4166-032,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-033,2MS16_4166-033,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-034,2MS16_4166-034,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-035,2MS16_4166-035,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-036,2MS16_4166-036,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-037,2MS16_4166-037,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-038,2MS16_4166-038,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-039,2MS16_4166-039,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-040,2MS16_4166-040,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-041,2MS16_4166-041,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-042,2MS16_4166-042,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-043,2MS16_4166-043,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-044,2MS16_4166-044,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-045,2MS16_4166-045,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-046,2MS16_4166-046,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-047,2MS16_4166-047,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-048,2MS16_4166-048,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-049,2MS16_4166-049,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-050,2MS16_4166-050,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-051,2MS16_4166-051,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-052,2MS16_4166-052,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-053,2MS16_4166-053,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-054,2MS16_4166-054,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-055,2MS16_4166-055,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-056,2MS16_4166-056,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-057,2MS16_4166-057,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-058,2MS16_4166-058,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-059,2MS16_4166-059,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-060,2MS16_4166-060,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-061,2MS16_4166-061,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-062,2MS16_4166-062,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-063,2MS16_4166-063,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-064,2MS16_4166-064,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-065,2MS16_4166-065,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-066,2MS16_4166-066,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-067,2MS16_4166-067,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-068,2MS16_4166-068,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-069,2MS16_4166-069,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-070,2MS16_4166-070,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-071,2MS16_4166-071,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-072,2MS16_4166-072,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-073,2MS16_4166-073,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-074,2MS16_4166-074,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-075,2MS16_4166-075,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-076,2MS16_4166-076,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-077,2MS16_4166-077,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-078,2MS16_4166-078,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-079,2MS16_4166-079,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-080,2MS16_4166-080,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-081,2MS16_4166-081,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-082,2MS16_4166-082,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-083,2MS16_4166-083,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-084,2MS16_4166-084,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-085,2MS16_4166-085,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-086,2MS16_4166-086,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-087,2MS16_4166-087,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-088,2MS16_4166-088,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-089,2MS16_4166-089,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-090,2MS16_4166-090,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-091,2MS16_4166-091,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-092,2MS16_4166-092,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-093,2MS16_4166-093,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-094,2MS16_4166-094,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-095,2MS16_4166-095,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-096,2MS16_4166-096,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-097,2MS16_4166-097,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-098,2MS16_4166-098,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-099,2MS16_4166-099,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-100,2MS16_4166-100,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-101,2MS16_4166-101,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-102,2MS16_4166-102,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-103,2MS16_4166-103,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-104,2MS16_4166-104,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-105,2MS16_4166-105,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-106,2MS16_4166-106,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-107,2MS16_4166-107,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-108,2MS16_4166-108,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-109,2MS16_4166-109,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-110,2MS16_4166-110,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-111,2MS16_4166-111,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-112,2MS16_4166-112,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-113,2MS16_4166-113,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-114,2MS16_4166-114,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-115,2MS16_4166-115,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-116,2MS16_4166-116,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-117,2MS16_4166-117,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-118,2MS16_4166-118,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-119,2MS16_4166-119,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-120,2MS16_4166-120,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-121,2MS16_4166-121,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-122,2MS16_4166-122,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-123,2MS16_4166-123,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-124,2MS16_4166-124,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-125,2MS16_4166-125,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-126,2MS16_4166-126,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-127,2MS16_4166-127,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-128,2MS16_4166-128,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-129,2MS16_4166-129,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-130,2MS16_4166-130,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-131,2MS16_4166-131,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-132,2MS16_4166-132,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-133,2MS16_4166-133,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-134,2MS16_4166-134,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-135,2MS16_4166-135,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-136,2MS16_4166-136,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-137,2MS16_4166-137,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-138,2MS16_4166-138,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-139,2MS16_4166-139,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-140,2MS16_4166-140,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-141,2MS16_4166-141,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-142,2MS16_4166-142,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-143,2MS16_4166-143,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-144,2MS16_4166-144,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-145,2MS16_4166-145,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-146,2MS16_4166-146,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4166-147,2MS16_4166-147,Experimental,2MS14_3323-001/2MS14_3323-011,Height_low_VarG,166
2MS16_4139-001,2MS16_4139-001,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-002,2MS16_4139-002,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-003,2MS16_4139-003,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-004,2MS16_4139-004,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-005,2MS16_4139-005,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-006,2MS16_4139-006,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-007,2MS16_4139-007,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-008,2MS16_4139-008,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-009,2MS16_4139-009,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-010,2MS16_4139-010,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-011,2MS16_4139-011,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-012,2MS16_4139-012,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-013,2MS16_4139-013,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-014,2MS16_4139-014,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-015,2MS16_4139-015,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-016,2MS16_4139-016,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-017,2MS16_4139-017,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-018,2MS16_4139-018,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-019,2MS16_4139-019,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-020,2MS16_4139-020,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-021,2MS16_4139-021,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-022,2MS16_4139-022,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-023,2MS16_4139-023,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-024,2MS16_4139-024,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-025,2MS16_4139-025,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-026,2MS16_4139-026,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-027,2MS16_4139-027,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-028,2MS16_4139-028,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-029,2MS16_4139-029,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-030,2MS16_4139-030,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-031,2MS16_4139-031,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-032,2MS16_4139-032,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-033,2MS16_4139-033,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-034,2MS16_4139-034,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-035,2MS16_4139-035,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-036,2MS16_4139-036,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-037,2MS16_4139-037,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-038,2MS16_4139-038,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-039,2MS16_4139-039,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-040,2MS16_4139-040,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-041,2MS16_4139-041,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-042,2MS16_4139-042,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-043,2MS16_4139-043,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-044,2MS16_4139-044,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-045,2MS16_4139-045,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-046,2MS16_4139-046,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-047,2MS16_4139-047,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-048,2MS16_4139-048,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-049,2MS16_4139-049,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-050,2MS16_4139-050,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-051,2MS16_4139-051,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-052,2MS16_4139-052,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-053,2MS16_4139-053,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-054,2MS16_4139-054,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-055,2MS16_4139-055,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-056,2MS16_4139-056,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4139-057,2MS16_4139-057,Experimental,2MS14_3302-026/2MS14_3305-009,Other,139
2MS16_4146-001,2MS16_4146-001,Experimental,2MS14_3305-009/2MS14_3305-012,Other,146
